,Course Alias,Course Name,Difficulty,Instructor Access,Interest Score,Readings Value,Work Required
290,FREN-231,CINEMA AFRICAIN FRANCOPH,2.17,3.65,3.62,3.28,2.45
291,SOCI-112,DISCRIM: SEX RACE/CONFL: Discrimination: Sexual & Racial,2.21,2.92,2.61,2.46,2.32
292,URBS-010,HOMELSSNSS & URB INEQUAL,2.5,2.9,3.03,2.44,2.66
293,AFRC-306,RACIAL POLITICS & MEDIA,2.33,3.46,3.55,3.17,1.87
294,ANTH-290,MULTCULT:PLTCSTHRYPRTC: Multiculturalism: Theory and Practice,2.27,2.45,1.86,2.27,2.98
295,ENGL-570,TOPICS IN AFRO-AM LIT,3.15,3.4,3.4,3.38,3.36
296,THAR-275,ADV TPCS IN THEATRE,2.22,3.4,3.32,3.27,2.42
297,ARTH-501,MUSEUM METHODS,2.64,3.37,3.22,2.94,2.7
298,ENGL-284,WILLA CATHER,2.87,3.4,3.25,3.32,2.99
299,RELS-310,RELIGIOUS DIVERSITY/AM: BUDDHISM IN AMERICA,1.83,3.17,3.51,3.06,1.78
300,AFRC-187,TPCS IN AFRICANA STUDIES: The History of Women and Men of African Descent at the University of Penn,1.67,3.77,3.81,3.45,2.01
301,AFRC-387,TPCS IN AFRICANA STUDIES: The Black Body and the Lens,2.72,3.31,3.53,3.07,2.92
302,AFST-210,AFRICAN RELIGIONS,1.77,2.27,2.83,2.22,1.76
303,AFST-257,CONTEMP AFRICAN POLITICS,2.62,3.06,2.85,2.72,2.82
304,ANTH-125,ORAL COMM:ETIQUETTE&POWR,2.18,3.02,2.87,2.86,2.4
305,COMM-206,Race and Media in 20th Century U.S. History,2.1,3.57,2.29,2.7,2.24
306,ENGL-253,TPCS 19TH-C AMERICAN LIT,2.26,3.41,2.76,2.94,2.55
307,HIST-371,AFRICA & THE MID-EAST,2.96,3.2,3.28,2.68,3.22
308,SOCI-430,ADVANCED TOPICS IN SOC: WEBER,2.49,3.31,2.78,2.91,2.73
309,ANTH-190,INTRO TO AFRICA,2.23,3.08,2.81,2.69,2.58
310,ENGL-271,DRAMATURGY,2.63,3.48,3.29,3.52,3.11
311,HIST-070,COLONIAL LATIN AMERICA,2.0,2.83,2.05,2.41,2.19
312,HIST-232,WRLD HIST:AFRC/MDL EAST: Religious and Colonial Rule in Africa,2.53,3.14,3.41,3.27,2.93
313,HIST-233,WLRD HIST: E ASIA/LTAM: GENES AND HUMAN HISTORY,2.49,3.39,3.2,3.14,2.89
314,MUSC-053,MUSIC OF AFRICA,1.93,2.75,2.34,2.11,2.12
315,PSCI-010,ISSUES IN AMERICAN DEMOC,2.78,3.21,3.14,2.87,2.98
316,PSCI-437,RACE & CRIMINAL JUSTICE,3.33,3.43,3.77,3.58,3.67
317,RELS-112,RELIG ETHICS/MOD SOCIETY,2.11,2.81,3.21,2.8,2.3
318,ANTH-150,BLACK QUEER STUDIES: BLACK QUEER STUDIES: A Diasporic Approach,3.14,3.57,3.57,3.43,3.14
319,ANTH-334,FEMINIST ETHNOGRAPHY,3.03,3.31,3.57,3.33,3.05
320,ARTH-294,FACING AMERICA,2.94,2.99,3.6,2.96,2.94
321,CINE-392,TOPICS IN CINEMA STUDIES: Masters of European Cinema: Film Poetics,2.48,3.47,3.46,3.03,2.4
322,COMM-207,Black Cultural Studies: Histories Theories Methods and Critique,2.5,3.36,2.29,2.57,2.93
323,ENGL-069,POETRY AND POETICS,2.07,3.5,3.18,3.15,2.19
324,ENGL-071,LITS AFR & AFR DIASPORA: Black Humor: The Art of Postcolonial Satire,2.19,2.98,2.98,2.71,2.54
325,MUSC-016,MUS&CHRISTIAN WORSHIP: in Contemporary Culture,2.09,3.29,3.02,2.76,2.36
326,SOCI-252,HUMAN RIGHTS,2.27,2.09,2.73,2.55,2.1
327,MUSC-056,South Africa: Contemporary Performances (Penn-in-Grahamstown),1.79,3.38,3.57,2.87,2.4
328,AFRC-287,STUDIO CONTEMP BLK WOMEN:  Studio in Contemporary Black Women Artists,2.0,3.82,3.91,3.18,2.45
329,ENGL-290,FEMINIST FAIRY TALES,2.37,3.33,3.4,3.43,2.64
330,HIST-489,AFRICANS ABROAD,2.25,3.21,3.29,3.25,2.5
331,PSCI-231,RACE & ETHNIC POLITICS,2.3,3.21,3.47,3.06,2.19
332,CINE-292,STUDY ON AN AUTHOR: CHARLIE CHAPLIN,1.95,3.16,3.38,2.86,2.23
333,ENGL-590,REC ISSUE IN CRIT THEORY: An Introduction to Graduate Study in Literature,3.08,3.8,3.65,3.44,3.15
334,HIST-175,SOCIETY & CULT IN BRAZIL,1.88,3.25,2.46,2.27,2.01
335,HIST-231,TOPICS IN US HISTORY: JAPANESE/AMER INTERNMENT,2.49,3.39,3.3,2.93,2.89
336,HIST-346,WOMEN IN AMERICAN HIST,2.26,3.14,3.4,3.11,2.55
337,LING-470,NARRATIVE ANALYSIS,1.74,3.01,3.03,2.79,1.99
338,PSCI-234,LECTURE,2.7,2.93,2.87,3.07,2.74
339,PSCI-433,SOCIAL MOVEMENTS,2.8,2.64,3.18,1.83,3.12
340,ARTH-100,INTRO TO ART: Art and Technology: 1830s-2000s,2.23,3.3,3.01,2.65,2.32
341,AFST-491,AFR LANG TUTOR:ELEM II: TWI-AFR LANG ELEM II,1.99,3.55,3.55,3.25,1.22
342,AFST-493,IGBO-AFR LANG TUTOR IV,2.3,3.69,3.67,3.22,1.42
343,ENGL-381,TPCS AFRICAN-AMER LIT: Teaching Literature in the Community,2.75,3.35,3.4,3.4,2.9
344,AFRC-017,AUGUST WILSON & BEYOND: AFRICAN AMERICAN THEATER IN COMMUNITY CONTEXT,2.31,3.48,3.27,3.25,2.52
345,ANTH-306,MEDICAL ANTHROPOLOGY,2.16,3.27,2.83,2.82,2.32
346,MUSC-035,OPERAS OF VERDI&WAGNER,2.23,2.99,3.01,3.17,1.7
347,PSCI-271,CONSTITUTIONAL LAW,2.78,2.91,3.04,2.92,2.84
348,URBS-448,Neighborhood Displacement & Community Power,1.86,3.15,3.4,2.75,2.08
349,ARTH-219,GEO & ART IN ISLAM CUL,2.3,3.7,3.2,3.0,2.4
350,CINE-295,TOPICS CULTURAL STUDIES: BLACKNESS ACROSS MEDIA,2.22,3.51,3.02,3.05,2.37
351,ENGL-102,MADNESS & LIT 19 & 20 C,2.28,3.21,3.08,3.32,2.7
352,ENGL-121,WRITING FOR CHILDREN,2.15,3.64,3.66,3.41,2.62
353,ENGL-135,CREAT.NON-FICTION WRIT,2.07,3.45,3.41,2.89,2.31
354,HIST-345,WOMEN IN AMERICAN HIST,2.37,3.13,3.05,3.08,2.57
355,SOCI-530,SOCIAL PSYCHOLOGY,2.55,3.55,3.16,3.02,2.65
356,ENGL-353,TPCS: 19TH-C AMER AUTHOR,2.28,3.38,3.37,3.53,2.54
357,AFST-221,AFRICAN WOMEN'S LIVES PAST AND PRESENT,2.0,2.91,2.9,2.75,2.38
358,ENGL-481,James Baldwin (1924-1987) & the Issues of His Time,2.77,3.5,3.9,3.73,2.98
359,FREN-590,INTRO TO FRANCOPHONE LIT,3.17,3.47,3.68,3.35,3.08
360,AFST-262,INTERMEDIATE TWI I,1.58,3.18,3.86,3.71,1.05
361,HIST-412,COLD WAR HISTORIOGRAPHY,2.31,3.34,3.33,2.98,2.25
362,AFST-243,INTERMEDIATE AMHARIC II,3.0,3.62,3.75,3.77,1.85
363,AFST-490,TWI-AFR LANG TUTOR I,1.93,3.28,3.5,3.29,1.28
364,AFST-493,IGBO-AFR LANG TUTOR IV,2.3,3.69,3.67,3.22,1.42
365,AMES-460,MIDDLE EGYPTIAN,3.5,2.69,2.89,1.83,3.83
366,ANTH-018,AFRICAN WORLDS,2.29,3.26,2.98,2.84,2.57
367,ENGL-260,ADV. TOPICS IN NARRATIVE: Narratives of the Self:  Colonial & Postcolonial Autiobiography,2.67,3.61,3.37,3.46,2.88
368,HIST-075,LECTURE,2.12,2.91,2.68,2.55,2.46
369,HIST-489,AFRICANS ABROAD,2.25,3.21,3.29,3.25,2.5
370,MUSC-022,WORLD MUSICS & CULTURES,1.98,3.36,2.65,2.27,2.2
371,PSCI-257,CONTEMP AFRICAN POLITICS,2.75,2.61,2.68,3.02,3.04
372,WSTD-258,INT'L WOM WAR & PEACE,2.44,3.39,3.09,3.09,2.89
373,AFST-225,AFRICAN LANG. & CULTURE,1.45,3.1,2.84,2.43,1.35
374,AFST-241,ELEMENTARY AMHARIC II,2.82,3.77,3.69,3.2,2.06
375,AFST-491,AFR LANG TUTOR:ELEM II: TWI-AFR LANG ELEM II,1.99,3.55,3.55,3.25,1.22
376,AFST-492,AFR LANG TUTOR: INTERM I: IGBO-AFR LANG INTER I,2.44,3.43,3.67,3.43,1.23
377,AMES-062,LAND OF THE PHARAOHS,2.15,2.39,2.5,2.1,2.01
378,ENGL-393,TOPICS IN LIT & SOCIETY: The Politics of Form in Asian American Literature,2.97,3.57,3.34,3.35,2.91
379,HIST-206,MAJ SEM WORLD AFT 1800: CHINESE WOMEN'S HIST,2.54,3.47,3.22,3.08,2.75
380,MUSC-050,WORLD MUSICS & CULTURES,1.96,3.26,2.97,2.41,2.12
381,AFST-180,ELEMENTARY SWAHILI I,1.72,3.7,3.51,3.17,1.65
382,AFST-190,INTRODUCTION TO AFRICA,2.23,3.08,2.81,2.69,2.58
383,AFAM-270,INTERMEDIATE YORUBA I,2.25,3.75,3.5,3.5,2.25
384,AMES-168,WOMEN IN ANCIENT EGYPT,2.15,3.77,3.62,3.46,2.23
385,ANTH-214,SOCIETIES/CULTRS AFRICA,2.0,3.42,3.06,2.31,2.42
386,ENGL-093,LIT & SOCIETY,2.75,3.33,3.18,3.44,2.75
387,FOLK-233,AFRICAN  FOLKLORE: Tradition and Modernity,1.86,3.5,2.43,2.71,2.29
388,FREN-231,CINEMA AFRICAIN FRANCOPH,2.17,3.65,3.62,3.28,2.45
389,HIST-076,LECTURE,2.19,3.23,3.06,3.06,2.55
390,SOCI-135,LAW & SOCIETY,2.14,3.11,2.78,2.83,2.02
391,AFST-354,AFRICAN ART & CULTURE,1.97,3.47,3.42,3.18,2.31
392,HIST-106,FR SEM: WORLD AFTER 1800: RELIG'NRESIST-C.AFRICA,2.36,3.21,3.05,2.63,2.77
393,HIST-275,ISLAM & SOC'TY IN AFRICA,2.17,3.42,3.23,2.54,2.17
394,MUSC-253,MUSIC & PERF OF AFRICA,2.29,3.71,3.14,3.0,2.57
395,PSCI-312,DEMOCRACY IN AFRICA,2.58,3.23,2.85,2.73,2.93
396,AFST-150,ELEMENTARY ZULU I,1.95,3.49,3.68,3.48,1.43
397,AFST-160,ELEMENTARY TWI I,2.22,3.1,3.68,3.57,1.21
398,AFST-250,INTERMEDIATE ZULU I,2.33,3.74,3.82,3.69,1.51
399,AFAM-301,AFRICA & AFR. DIASPORA,1.8,3.8,3.8,3.8,2.4
400,AMES-563,OLD EGYPTIAN,4.0,3.0,3.0,2.67,4.0
401,FOLK-203,AFRO-AMERICAN FOLKLORE,2.0,3.36,2.45,2.73,2.45
402,PSCI-210,CONTEMP AFRICAN POLITICS,2.62,3.06,2.85,2.72,2.82
403,AFST-149,ELEMENTARY ZULU: ACCL,2.1,3.41,3.68,3.56,1.38
404,AFST-151,ELEMENTARY ZULU II,2.2,3.5,3.64,3.63,1.2
405,AFST-161,ELEMENTARY TWI II,1.75,3.64,3.89,3.7,0.8
406,AFST-171,ELEMENTARY YORUBA II,2.5,3.14,3.67,3.71,1.2
407,AFST-211,INTRO AFRICAN PHILOSOPHY,1.7,4.0,3.8,3.7,1.7
408,AFST-247,ADVANCED AMHARIC: ADVANCED AMHARIC PART II,4.0,3.61,3.83,3.67,2.08
409,AFST-251,INTERMEDIATE ZULU II,2.0,3.53,3.68,3.58,1.23
410,AFST-494,IGBO-AFR LANG ADV I,2.0,4.0,4.0,4.0,2.5
411,ANEL-460,MIDDLE EGYPTIAN,3.28,3.62,3.38,3.31,3.11
412,NELC-062,LAND OF THE PHARAOHS,2.14,2.74,2.66,2.11,2.01
413,NELC-467,HIST EGYPT NEW KINGDOM,2.24,3.39,3.3,3.0,2.18
414,AFST-262,INTERMEDIATE TWI I,1.58,3.18,3.86,3.71,1.05
415,AFST-270,INTERMEDIATE YORUBA I,2.0,3.19,3.49,3.39,1.07
416,AFST-305,AFR WOMEN VCS-PC LIF NAR,1.67,2.85,2.71,2.85,1.79
417,ANTH-516,PUBLIC INTEREST WORKSHOP,2.94,2.68,2.74,2.5,3.46
418,FREN-390,SURVEY FRANCOPHONE LIT,2.54,3.47,3.47,3.54,2.67
419,NELC-038,NARRATIVES:AFRICA&ASIA,2.0,3.5,2.9,3.5,2.5
420,NELC-331,IRAQ EGYPT ALGERIA: Iraq Egypt Algeria: Case Studies from the Arab World,2.67,3.8,3.61,3.29,2.93
421,RELS-210,AFRICAN RELIGIONS,1.77,2.27,2.83,2.22,1.76
422,AFST-319,AFRICAN WILDLIFE CONSERV,2.69,3.46,3.0,3.0,3.69
423,AMES-332,N.AFRICA:HISTCULTRSOC,2.53,3.87,3.87,3.67,3.13
424,FREN-593,RECENT AFRICAN FICTION,2.56,3.71,3.34,3.34,2.7
425,NELC-332,N.AFRICA:HISTCULTRSOC,2.64,3.52,3.74,3.19,2.9
426,AFST-263,INTERMEDIATE TWI II,2.0,3.61,3.92,3.75,1.2
427,ENGL-065,20C BRITISH NOVEL,2.52,3.53,3.22,3.51,2.77
428,AFST-212,SUDAN CONFLICTS/CIV WARS,2.29,3.42,2.52,3.5,2.23
429,HIST-372,HIST FOREIGN AID IN AFRC,2.08,3.36,3.06,2.94,2.25
430,AFST-302,People Oil and Politics in Nigeria,2.2,3.5,2.7,2.8,1.8
431,AFST-169,THE DARFUR CONFLICT,2.27,3.62,2.54,3.09,2.41
432,AFST-233,AFRICAN FOLKLORE,2.25,3.06,3.08,2.98,2.4
433,ANEL-563,OLD EGYPTIAN,3.36,3.76,3.71,3.55,3.8
434,AFST-503,Ethnicity Politics and Religion in the Public Sphere,2.5,3.03,2.69,2.27,2.91
435,HIST-371,AFRICA & THE MID-EAST,2.96,3.2,3.28,2.68,3.22
436,AFST-210,AFRICAN RELIGIONS,1.77,2.27,2.83,2.22,1.76
437,AFST-221,AFRICAN WOMEN'S LIVES PAST AND PRESENT,2.0,2.91,2.9,2.75,2.38
438,AFST-257,CONTEMP AFRICAN POLITICS,2.62,3.06,2.85,2.72,2.82
439,AFST-487,YORUBA LANG & CULTURE II,2.5,4.0,4.0,3.5,2.5
440,AFST-509,ARABIC: READ HIST SCRIPT: Arabic: Reading Historical Manuscripts,3.5,3.83,4.0,4.0,3.08
441,AFST-296,SUSTAINABLE DEV IN GHANA,1.84,2.83,3.54,3.6,2.04
442,ANTH-190,INTRO TO AFRICA,2.23,3.08,2.81,2.69,2.58
443,HIST-232,WRLD HIST:AFRC/MDL EAST: Religious and Colonial Rule in Africa,2.53,3.14,3.41,3.27,2.93
444,MUSC-053,MUSIC OF AFRICA,1.93,2.75,2.34,2.11,2.12
445,AFST-228,AFRICAN EPIC: PERF&POWR,2.2,3.4,3.4,3.2,2.2
446,MUSC-016,MUS&CHRISTIAN WORSHIP: in Contemporary Culture,2.09,3.29,3.02,2.76,2.36
447,MUSC-056,South Africa: Contemporary Performances (Penn-in-Grahamstown),1.79,3.38,3.57,2.87,2.4
448,AFST-227,MEDIA IN AFRICA,2.5,3.03,2.69,2.27,2.91
449,AFST-323,HIV/AIDS IN AFRICA,2.39,3.74,3.22,3.26,2.3
450,PSCI-516,JAPAN ECON. POL. CRISIS,2.8,3.77,3.13,2.25,2.9
451,SOCI-230,SOC OF IMMIGR & ETHNCITY,2.23,3.37,2.98,2.96,2.5
452,ANTH-306,MEDICAL ANTHROPOLOGY,2.16,3.27,2.83,2.82,2.32
453,ENGL-271,DRAMATURGY,2.63,3.48,3.29,3.52,3.11
454,ENGL-102,MADNESS & LIT 19 & 20 C,2.28,3.21,3.08,3.32,2.7
455,FREN-590,INTRO TO FRANCOPHONE LIT,3.17,3.47,3.68,3.35,3.08
456,ALAN-150,ELEMENTARY INDONESIAN I,2.0,3.53,3.79,3.63,1.93
457,BE-567,MODELING BIOL SYSTEMS,3.0,3.07,3.08,2.29,2.8
458,MATH-420,ORDINARY DIFFER EQUATION,2.49,3.19,2.8,2.62,2.33
459,MATH-425,PARTIAL DIFFER EQUATIONS,2.79,3.41,2.95,2.52,2.64
460,MATH-430,INTRO TO PROBABILITY,3.12,2.96,2.78,2.44,3.02
461,MATH-410,COMPLEX ANALYSIS,3.12,3.4,2.88,2.88,3.01
462,AMES-030,ELEM ARABIC I & II,2.83,3.5,3.57,3.28,2.14
463,AMES-031,INTERMED ARABIC I & II,2.88,3.3,3.28,3.18,2.58
464,AMES-032,BEGINNING ARABIC I&II,2.07,3.16,3.42,3.16,1.56
465,AMES-034,CONTINUING ARABIC III&IV,3.0,3.62,3.43,3.11,2.14
466,AMES-046,MYTHS & RELIG ANC WORLD,1.65,2.68,1.55,2.14,1.55
467,AMES-059,ADV RDG MOD HEBREW TEXTS,0.8,3.81,3.7,3.48,0.96
468,AMES-061,LIT LEGACY OF ANC EGYPT,2.29,3.93,3.69,3.76,2.21
469,AMES-070,1ST YR SPOKEN CHINESE,3.25,3.59,3.74,3.6,1.23
470,AMES-072,BEGIN RDG/WRTG CHINESE,2.63,3.31,3.58,3.57,1.56
471,AMES-074,BEGINNING CHINESE I&II,2.79,3.5,3.54,3.35,1.99
472,AMES-080,INTRO TO JAPANESE I&II,2.08,3.64,3.69,3.32,1.48
473,AMES-081,INTRO TO JAPANESE III&IV,2.4,3.67,3.59,3.3,1.55
474,AMES-083,BEGIN JAPANESE III&IV,2.67,3.5,3.49,3.43,2.27
475,AMES-090,EAST ASIAN CIVILIZATION,2.23,2.92,2.81,2.4,2.49
476,AMES-091,ELEM KOREAN I & II,2.75,3.47,3.54,3.45,1.41
477,AMES-105,KARMA&REBIRTH IND THGT,1.88,3.24,2.47,2.59,2.12
478,AMES-117,FICTION OF MODERN IRAN,2.01,3.76,3.52,3.38,1.97
479,AMES-151,GREAT BOOKS OF JUDAISM,2.4,3.43,3.27,3.17,2.37
480,AMES-152,JEWISH LAW & ETHICS,2.42,3.18,2.04,2.52,2.59
481,AMES-154,MOD JEWISH LIT IN TRANS: Literary Pluralism-Immigrants Women Arabs & Others,1.92,3.38,3.28,3.32,1.83
482,AMES-156,HIST OF JEWISH CIVIL I,2.42,3.46,3.37,2.9,2.81
483,AMES-174,BEGINNING CHINESE III&IV,2.21,3.5,3.32,3.28,2.13
484,AMES-177,SEX&SOCIETY IN ANC CHINA,2.17,2.96,3.09,2.87,2.3
485,AMES-180,INTERMED JAPANESE I&II,2.7,3.53,2.96,2.91,3.0
486,AMES-225,MOD MIDEAST LIT IN TRANS,2.37,2.96,2.79,3.08,2.47
487,AMES-255,BIBLE IN TRANSLATION: LEVITICUSNUMBRSDEUTER,1.86,4.0,3.86,4.0,2.0
488,AMES-258,MEDIEVAL BIBLICAL INTERP,2.29,3.28,3.03,3.35,2.25
489,AMES-259,INTRO MOD HEBREW LIT: Poems as Musical Hits Shaping a Nation,2.18,3.5,3.58,3.51,2.13
490,AMES-274,INTERMED MODERN CHINESE,2.42,3.55,3.46,3.38,2.41
491,AMES-296,JAPAN:AGE OF THE SAMURAI,2.02,3.22,3.54,3.25,2.57
492,AMES-374,ADVANCED MODERN CHINESE,2.27,3.56,3.19,3.33,2.05
493,AMES-375,COMMERCIAL CHINESE,2.4,3.61,3.6,3.68,1.83
494,AMES-376,CONTEMP JAPANESE SOCIETY,2.26,3.04,3.24,2.73,2.24
495,AMES-393,THE ARTS OF JAPAN,2.25,3.44,3.25,2.72,2.28
496,AMES-403,2ND YR SANSKRIT,2.58,3.5,2.95,3.59,2.98
497,AMES-430,READINGS IN ISLAMICS: Arts Crafts & Science in Esoteric Arabic Literature,2.0,3.33,2.33,2.5,2.0
498,AMES-460,MIDDLE EGYPTIAN,3.5,2.69,2.89,1.83,3.83
499,AMES-467,HIST EGYPT NEW KINGDOM,2.91,3.45,3.36,3.73,2.91
500,AMES-478,EARLY CHINESE HISTORY,2.6,3.44,3.5,3.5,2.7
501,AMES-486,POSTWWII&CONTEM FICTION,2.9,4.0,3.5,3.5,3.2
502,AMES-491,ADV RDGS MODERN KOREAN,2.58,3.43,3.18,3.36,2.48
503,AMES-530,ADV ARABIC & SYNTAX,2.0,3.39,3.25,3.32,2.35
504,AMES-540,1ST YR AKKADIAN,3.57,3.71,3.61,3.88,3.62
505,AMES-557,UGARITIC,3.17,3.75,3.0,3.42,3.08
506,AMES-574,TOPICS CHINESE CULTURE,2.97,3.27,3.13,3.45,2.63
507,AMES-580,ADVANCED JAPANESE I&II,2.73,3.3,2.86,2.79,2.54
508,AMES-585,RDGS ADVANCED JAPANESE,3.88,3.58,3.69,3.69,2.85
509,AFST-243,INTERMEDIATE AMHARIC II,3.0,3.62,3.75,3.77,1.85
510,CLST-195,"EAST-""WEST"" CULTURES",2.51,3.17,3.32,2.78,2.44
511,COML-125,NARRAT ACROSS CULTURES,2.27,3.02,2.88,2.96,2.51
512,HIST-091,MODERN JAPANESE HIST,2.3,3.2,3.17,2.88,2.36
513,HIST-097,LECTURE,2.24,3.02,2.68,2.78,2.45
514,HIST-121,KOREAN HISTORY AFT 1860,2.3,3.47,3.05,2.78,2.19
515,HIST-206,MAJ SEM WORLD AFT 1800: CHINESE WOMEN'S HIST,2.54,3.47,3.22,3.08,2.75
516,RELS-225,DEAD SEA SCROLLS,2.11,3.67,3.29,3.35,2.23
517,RELS-226,STUDIES IN RABBINIC LIT: RABBINIC LEGAL LIT,2.43,3.36,3.16,3.32,2.47
518,RELS-545,TOPICS IN ISLAMIC RELIG: SUFI TEXTS,3.09,3.65,3.27,3.14,2.99
519,RELS-552,DEVOTION LIT/N INDIA,2.25,3.75,3.5,3.75,3.5
520,SARS-101,LEGACY OF INDIA,1.92,3.13,2.33,2.5,1.96
521,AMES-009,WRITING NON-WEST TOPICS: WRTG ABOUT CLASS.ISLAM,2.68,3.55,2.84,2.98,2.85
522,AMES-036,INTRO TO MIDDLE EAST,2.23,3.23,3.05,2.64,2.45
523,AMES-037,PEOPLE OF MODERN EGYPT,3.0,4.0,4.0,3.5,2.5
524,AMES-039,SEX&GENDER TRAD MID EAST,2.28,2.53,2.22,2.56,2.44
525,AMES-062,LAND OF THE PHARAOHS,2.15,2.39,2.5,2.1,2.01
526,AMES-184,INTRO CLASS CHINESE THGT,2.31,2.96,3.25,3.44,2.54
527,AMES-186,GENDER & SEXUALITY/JAPAN,2.84,3.26,3.17,3.17,2.97
528,AMES-197,MEDICINELIT&CULTR JAPAN,2.12,3.21,3.25,3.25,2.33
529,AMES-235,FROM MECCA TO TAJMAHAL: Cultural Doctrinal and Sectarian Diversities in the World of Islam,2.89,3.44,3.11,2.67,3.44
530,AMES-248,RELIG ANCIENT NEAR EAST: Religion in Culture--Culture in Religion: History of Religion in the ANE,2.15,3.69,3.1,3.09,2.47
531,AMES-252,THEMES JEWISH TRADITION: Catastrophe & Continuity in Jewish Tradition,2.35,3.51,3.09,3.43,2.29
532,AMES-257,STUDIES IN RABBINIC LIT,2.23,3.55,3.02,2.88,2.1
533,AMES-289,BUDDHIST POETS OF JAPAN,2.29,3.67,3.44,3.64,2.35
534,AMES-294,BUDDHIST ARTS EAST ASIA,2.08,3.73,3.17,2.33,2.08
535,AMES-345,LAND OF SUMER II,3.6,3.8,4.0,3.8,3.0
536,AMES-394,TOPICS IN KOREAN STUDIES: KOREA INTERNTL FINANCE,2.16,3.88,3.53,3.03,2.29
537,AMES-397,WOMEN IN KOREA,1.92,3.29,2.9,3.06,2.3
538,AMES-415,ADVANCED PERSIAN,2.08,3.94,3.08,3.17,2.25
539,AMES-433,AR RDGS SOC SCI,2.44,4.0,4.0,3.83,2.22
540,AMES-456,DEAD SEA TEXTS,3.5,4.0,4.0,4.0,2.5
541,AMES-457,ARAMAIC,3.0,3.75,3.75,3.75,2.5
542,AMES-472,CHINESE PAINTING,2.3,3.5,2.6,3.2,2.3
543,AMES-550,A BOOK OF THE BIBLE: Kings,2.83,3.5,2.67,3.08,2.83
544,AMES-560,LATE EGYPTIAN,3.6,4.0,3.8,3.8,3.4
545,AMES-575,RDGS MOD CHINESE:DOCUMEN,2.75,4.0,4.0,3.75,3.25
546,AFST-241,ELEMENTARY AMHARIC II,2.82,3.77,3.69,3.2,2.06
547,ANTH-124,ARCHAEOLOGY & THE BIBLE,2.63,3.31,2.88,2.17,2.8
548,RELS-113,WESTERN RELIG THINKERS: MUHAMMAD,2.46,3.17,3.47,3.22,2.84
549,RELS-523,MEDIEVAL JEWISH CULTURE,3.07,3.51,3.59,3.37,3.37
550,AMES-049,MYTHS ANC MESOPOTAMIA,2.63,2.75,3.5,3.13,2.5
551,AMES-025,ANC MID EAST HIST & CIV,2.15,3.31,2.67,2.17,2.07
552,AMES-038,NARRATIVES:AFRICA&ASIA: Narrative Journeys: Africa and Asia,2.5,3.67,3.67,3.67,2.5
553,AMES-095,PRE-MOD JAPANESE HISTORY,2.41,3.0,3.08,3.11,2.29
554,AMES-099,JAPANESE TEA CEREMONY,1.71,3.66,3.46,2.99,1.67
555,AMES-150,INTRO TO THE BIBLE,2.54,3.27,3.21,3.11,2.77
556,AMES-159,HIST ORIGINS OF RACISM,2.01,3.49,2.71,3.03,2.36
557,AMES-166,RELIGION ANCIENT EGYPT,2.65,2.57,2.52,2.83,2.48
558,AMES-168,WOMEN IN ANCIENT EGYPT,2.15,3.77,3.62,3.46,2.23
559,AMES-175,CHINESE FICTION & DRAMA,2.53,3.17,3.42,3.28,2.89
560,AMES-187,POSSESSING WOMEN,2.32,3.05,2.42,3.12,2.43
561,AMES-243,JEWISH FOLKLORE,2.27,3.41,2.48,2.27,2.49
562,AMES-279,CHINESE POETRY,2.57,3.27,2.73,2.71,2.7
563,AMES-284,JAPAN LIT-CLASSICAL TRAD: LOVE & DEATH JAPAN LIT,2.23,3.47,3.17,3.37,2.38
564,AMES-297,CHINESE ARCHITECTURE,2.5,3.62,3.21,3.31,2.57
565,AMES-344,THE LAND OF SUMER: Writing Language and Culture,2.83,3.25,3.67,2.58,2.37
566,AMES-356,ANCIENT INTERP OF BIBLE,2.63,3.49,3.3,3.17,2.53
567,AMES-359,STUDIES MOD HEBREW LIT: Liaisons: The He & She in Hebrew Literature,2.25,3.46,3.55,3.28,2.02
568,AMES-396,JAPANESE FILM,2.13,3.08,3.33,2.79,2.09
569,AMES-434,ARABIC LIT & THEORY,2.99,3.5,3.17,3.38,3.34
570,AMES-461,MIDDLE EGYPTIAN TEXTS,3.8,3.0,3.4,3.0,4.0
571,AMES-473,ADV CHINESE RDG & WRTG,3.25,3.6,3.75,3.66,3.37
572,AMES-485,JAPANESE THEATER,3.17,3.67,3.5,3.67,3.67
573,AMES-537,ISLAMIC PHILOSOPHY,3.5,4.0,4.0,4.0,3.0
574,AMES-567,SEM EGYPT ARCHAEOL& HIST,3.25,4.0,4.0,3.75,3.25
575,AMES-583,RDGS CLASSICAL JAPANESE,3.52,3.43,2.58,3.14,3.02
576,AMES-598,RDGS JAPANESE RELIGION,3.0,4.0,4.0,3.33,3.0
577,ANTH-129,WOMEN GENDER IN MIDDLE E,2.37,3.57,3.26,3.2,2.17
578,ANTH-202,ARCHAEOLOGY OF SO ASIA,2.29,3.13,3.22,2.99,2.06
579,ANTH-240,MIDDLE EAST: RELIG & SOC,2.0,3.0,2.0,2.33,2.67
580,ENGL-072,INTRO TO ASIAN AMER LIT,2.28,3.52,3.33,3.29,2.54
581,HIST-003,ASIA IN A WIDER WORLD,2.97,3.03,2.94,2.13,2.87
582,HIST-081,HIST MID EAST SINCE 1800,2.44,2.73,2.66,2.65,2.76
